step, m1, m2, b1, b2
41, -2.14450692050956, -2.14450692050956, 174.4513353448898, 297.4938176688197
42, -2.1445069205095586, -2.1445069205095577, 176.96241633988188, 304.7373018301168
43, -2.144506920509557, -2.1445069205095613, 181.3282454317042, 290.17351825671926
44, -2.1445069205095595, -2.144506920509558, 173.93113076880056, 306.43841942534044
45, -2.1445069205095595, -2.144506920509558, 145.02088273976491, 329.58460622565974
46, -2.14450692050956, -2.14450692050956, 189.75264261213607, 298.5979154371511
47, -2.144506920509559, -2.1445069205095595, 187.98346085587588, 282.6315241819758
48, -2.144506920509557, -2.14450692050956, 179.7720072483203, 302.8144895722503
49, -2.1445069205095595, -2.1445069205095577, 155.15077306030378, 320.7848838809785
50, -2.14450692050956, -2.144506920509559, 179.99370191096327, 303.03618423489314
51, -2.144506920509557, -2.1445069205095577, 161.36259915918936, 312.79950048094923
52, -2.14450692050956, -2.1445069205095604, 175.48736895218465, 293.7974481098096
53, -2.144506920509559, -2.1445069205095604, 153.1511455516339, 332.98246587122384
54, -2.1445069205095595, -2.1445069205095586, 172.89509716150576, 310.1347889843506
55, -2.144506920509558, -2.1445069205095586, 161.65673352775215, 317.8260380158171
56, -2.144506920509559, -2.144506920509558, 170.0898817979507, 297.8647672881857
57, -2.144506920509559, -2.14450692050956, 188.0515250169123, 301.62920100823226
58, -2.144506920509558, -2.144506920509561, 150.4908095999186, 330.3221299195084
59, -2.1445069205095595, -2.1445069205095577, 189.60338765541283, 303.18106364673275
60, -2.144506920509558, -2.1445069205095577, 146.7944400409084, 331.35816352680314
61, -2.144506920509558, -2.14450692050956, 147.0161347035514, 331.57985818944627
62, -2.1445069205095573, -2.14450692050956, 168.16706954008407, 300.6743581966242
63, -2.1445069205095595, -2.144506920509558, 192.3405388579314, 296.4534085166414
64, -2.144506920509558, -2.1445069205095573, 189.8250823180557, 303.40275830937566
65, -2.14450692050956, -2.144506920509559, 181.7672592121068, 304.80974153603665
66, -2.1445069205095577, -2.1445069205095595, 174.82228496425577, 293.1323641218808
67, -2.144506920509559, -2.1445069205095604, 149.2330813299808, 333.7968048158756
68, -2.144506920509558, -2.1445069205095586, 175.11641933281854, 298.1589016567484
69, -2.1445069205095577, -2.1445069205095595, 174.82228496425577, 293.1323641218808
70, -2.14450692050956, -2.1445069205095573, 177.32899041436454, 314.5686822372094
71, -2.144506920509558, -2.144506920509561, 179.99807745584664, 288.84335028086167
72, -2.1445069205095604, -2.14450692050956, 177.18848654740836, 290.7661625387282
73, -2.144506920509558, -2.1445069205095586, 186.35040742168866, 304.6604865793135
74, -2.144506920509558, -2.144506920509558, 151.00663863112425, 335.57036211701916
75, -2.144506920509559, -2.1445069205095586, 194.04165645315513, 293.4221229455601
76, -2.14450692050956, -2.144506920509559, 181.92088971371328, 286.0337593724231
77, -2.144506920509558, -2.1445069205095577, 150.86175921928458, 325.9606763725693
78, -2.14450692050956, -2.1445069205095586, 147.90291335412314, 332.4666368400181
79, -2.1445069205095595, -2.1445069205095577, 189.53094794949308, 298.376220774508
80, -2.1445069205095577, -2.1445069205095595, 174.82228496425577, 293.1323641218808
81, -2.1445069205095595, -2.144506920509559, 167.94537487744128, 300.4526635339812
82, -2.144506920509559, -2.1445069205095586, 190.19603193742182, 299.0413047624369
83, -2.14450692050956, -2.144506920509558, 191.08281058799372, 299.92808341300844
84, -2.1445069205095586, -2.144506920509559, 196.4802977422275, 295.8607642346323
85, -2.1445069205095613, -2.1445069205095586, 154.48568907237495, 320.11979989304984
86, -2.1445069205095595, -2.144506920509561, 171.34323452300518, 308.58292634584996
87, -2.1445069205095577, -2.144506920509559, 187.82983035426935, 301.4075063455893
88, -2.144506920509558, -2.1445069205095595, 154.7798234409377, 325.1463374279177
89, -2.1445069205095564, -2.144506920509559, 193.0056228458601, 297.11849250457027
90, -2.1445069205095613, -2.1445069205095604, 150.56324930583847, 335.1269727917334
91, -2.1445069205095595, -2.1445069205095586, 169.71455663370133, 316.4190547891563
92, -2.144506920509561, -2.144506920509558, 198.62480466273715, 293.27286798883694
93, -2.144506920509557, -2.144506920509558, 180.73122560481187, 308.5061110950467
94, -2.1445069205095586, -2.1445069205095586, 177.4101812100512, 290.98785720137107
95, -2.144506920509558, -2.1445069205095586, 175.11641933281854, 298.1589016567484
96, -2.1445069205095586, -2.144506920509559, 161.950867896315, 322.85257555068495
97, -2.144506920509559, -2.144506920509558, 161.2857839083862, 322.18749156275607
98, -2.1445069205095586, -2.1445069205095564, 175.26567428954166, 293.5757534471664
99, -2.1445069205095577, -2.144506920509557, 152.78457147715113, 323.151085464131
100, -2.1445069205095564, -2.1445069205095586, 181.17461493009768, 308.94950042033264
101, -2.144506920509559, -2.144506920509558, 155.5941623855896, 321.2282732062643
102, -2.14450692050956, -2.144506920509558, 178.07526519798014, 291.65294118929984
103, -2.1445069205095577, -2.14450692050956, 166.68764660750338, 303.92733843034847
104, -2.1445069205095604, -2.144506920509562, 157.66185405529595, 328.028368042276
105, -2.144506920509561, -2.144506920509561, 153.52209517099993, 328.6210123242849
106, -2.1445069205095573, -2.14450692050956, 154.40887382157158, 329.5077909748566
107, -2.144506920509559, -2.1445069205095586, 174.7454697134525, 302.5203552036874
108, -2.1445069205095586, -2.1445069205095613, 180.4414667811325, 289.28673960614753
109, -2.144506920509559, -2.1445069205095595, 160.10487088925166, 316.2741753773166
110, -2.144506920509558, -2.1445069205095577, 149.30989658078403, 324.4088137340689
111, -2.1445069205095604, -2.1445069205095573, 196.92368706751338, 296.3041535599181
112, -2.14450692050956, -2.1445069205095626, 177.70431557861403, 296.014394736239
113, -2.144506920509558, -2.1445069205095577, 149.30989658078403, 324.4088137340689
114, -2.1445069205095577, -2.1445069205095595, 166.38913669405707, 313.09363484951217
115, -2.144506920509558, -2.1445069205095604, 181.5455645494638, 304.5880468733938
116, -2.144506920509558, -2.14450692050956, 186.1287127590457, 304.4387919166707
117, -2.1445069205095577, -2.144506920509558, 191.30450525063662, 300.1497780756515
118, -2.144506920509561, -2.144506920509557, 192.11884419528855, 296.2317138539984
119, -2.1445069205095586, -2.1445069205095604, 176.66828197131906, 299.7107642952492
120, -2.1445069205095577, -2.144506920509559, 184.7304806221516, 284.11094711455655
121, -2.144506920509559, -2.1445069205095604, 158.62544795667097, 319.527155611041
122, -2.1445069205095604, -2.144506920509559, 176.44221176379278, 313.68190358663765
123, -2.1445069205095586, -2.1445069205095586, 150.71250426256154, 330.54382458215133
124, -2.1445069205095595, -2.1445069205095586, 187.01549140961745, 305.32557056724244
125, -2.144506920509559, -2.1445069205095586, 180.880480561535, 303.92296288546487
126, -2.1445069205095604, -2.144506920509558, 166.53839165078043, 308.51048663993015
127, -2.1445069205095577, -2.1445069205095595, 174.82228496425577, 293.1323641218808
128, -2.14450692050956, -2.144506920509559, 172.6777780437463, 295.72026036767613
129, -2.1445069205095573, -2.1445069205095586, 184.79854478318802, 303.108623940813
130, -2.1445069205095586, -2.144506920509558, 160.32656555189456, 316.4958700399593
131, -2.144506920509561, -2.1445069205095573, 149.75328590606998, 324.8522030593547
132, -2.1445069205095573, -2.1445069205095586, 184.79854478318802, 303.108623940813
133, -2.144506920509559, -2.1445069205095586, 172.4560833811032, 295.4985657050333
134, -2.1445069205095595, -2.1445069205095564, 192.56223352057438, 296.6751031792841
135, -2.144506920509558, -2.144506920509559, 171.86343909909434, 299.6383245893292
136, -2.1445069205095604, -2.1445069205095573, 179.9212622050435, 298.2313413626682
137, -2.1445069205095595, -2.1445069205095577, 188.42685018116183, 283.0749135072616
138, -2.1445069205095595, -2.1445069205095577, 179.77638279320377, 288.62165561821865
139, -2.1445069205095564, -2.1445069205095586, 181.17461493009768, 308.94950042033264
140, -2.144506920509561, -2.144506920509558, 163.50710607969913, 310.2116042351539
141, -2.1445069205095595, -2.144506920509559, 163.43029082889575, 319.5995953169607
142, -2.1445069205095573, -2.1445069205095586, 184.79854478318802, 303.108623940813
143, -2.144506920509561, -2.144506920509558, 177.62750032781082, 305.40238581804573
144, -2.144506920509561, -2.144506920509557, 182.58597370164222, 286.6988433603521
145, -2.14450692050956, -2.14450692050956, 195.81521375429864, 295.19568024670366
146, -2.144506920509558, -2.1445069205095604, 177.10729575172158, 314.3469875745665
147, -2.1445069205095577, -2.1445069205095564, 178.58671868430227, 311.094007340842
148, -2.1445069205095586, -2.144506920509556, 187.7617661932329, 282.4098295193326
149, -2.14450692050956, -2.1445069205095573, 177.32899041436454, 314.5686822372094
150, -2.1445069205095595, -2.1445069205095604, 177.85357053533713, 291.4312465266571
151, -2.14450692050956, -2.1445069205095595, 168.6828985712899, 305.9225903941347
152, -2.1445069205095586, -2.144506920509559, 197.73802601216522, 292.3860893382652
153, -2.1445069205095586, -2.1445069205095604, 176.2248926460333, 299.2673749699632
154, -2.144506920509559, -2.1445069205095626, 186.94742724858105, 286.3278937409861
155, -2.1445069205095586, -2.144506920509557, 148.78969200469487, 333.3534154905897
156, -2.144506920509557, -2.1445069205095573, 176.59584226539926, 294.9059214230241
157, -2.1445069205095577, -2.1445069205095617, 185.0202394458309, 303.330318603456
158, -2.1445069205095577, -2.144506920509557, 166.461576399977, 317.8984777217368
159, -2.1445069205095564, -2.1445069205095586, 179.1069232603914, 302.14940558432136
160, -2.144506920509559, -2.1445069205095577, 178.6635339351056, 301.70601625903544
161, -2.1445069205095595, -2.1445069205095577, 170.9766604485225, 298.7515459387573
162, -2.1445069205095564, -2.1445069205095617, 188.93830366748398, 302.5159796588042
163, -2.144506920509558, -2.1445069205095577, 169.2711673084154, 315.97566546387037
164, -2.1445069205095595, -2.144506920509557, 170.89984519771923, 308.1395370205641
165, -2.1445069205095613, -2.1445069205095573, 185.17386994743754, 284.5543364398423
166, -2.1445069205095595, -2.144506920509556, 169.71893217858477, 302.2262208351245
167, -2.1445069205095573, -2.1445069205095564, 169.64211692778142, 311.61421191693114
168, -2.144506920509558, -2.1445069205095604, 150.64006455664165, 325.7389817099266
169, -2.1445069205095586, -2.1445069205095595, 167.5700497131918, 319.00695103495167
170, -2.1445069205095577, -2.1445069205095604, 182.50478290595535, 310.27966839619035
171, -2.1445069205095604, -2.1445069205095586, 165.42554279268225, 321.594847280747
172, -2.1445069205095604, -2.144506920509559, 176.44221176379278, 313.68190358663765
173, -2.14450692050956, -2.1445069205095573, 165.8008679569317, 303.0405597797765
174, -2.144506920509559, -2.144506920509559, 194.70674044108395, 294.08720693348886
175, -2.144506920509561, -2.1445069205095586, 157.9603639687421, 318.86207162311194
176, -2.1445069205095586, -2.1445069205095564, 149.8981653179095, 334.46188880380413
177, -2.1445069205095613, -2.1445069205095586, 196.85124736159366, 291.4993106876934
178, -2.1445069205095586, -2.1445069205095604, 184.42759516382193, 307.4700774877521
179, -2.144506920509558, -2.1445069205095604, 190.0467769806988, 303.6244529720188
180, -2.14450692050956, -2.1445069205095604, 175.48736895218465, 293.7974481098096
181, -2.1445069205095604, -2.14450692050956, 177.18848654740836, 290.7661625387282
182, -2.144506920509556, -2.1445069205095604, 181.029735518258, 299.3398146758831
183, -2.144506920509559, -2.144506920509558, 158.69788766259074, 324.33199848326547
184, -2.1445069205095595, -2.1445069205095595, 194.48504577844102, 293.865512270846
185, -2.1445069205095586, -2.1445069205095604, 186.06064859800924, 285.4411150904142
186, -2.1445069205095564, -2.1445069205095586, 179.1069232603914, 302.14940558432136
187, -2.1445069205095595, -2.1445069205095577, 189.60338765541283, 303.18106364673275
188, -2.144506920509558, -2.144506920509559, 178.14332935901643, 310.65061801555635
189, -2.1445069205095577, -2.1445069205095586, 152.1919271951422, 327.29084434842713
190, -2.144506920509561, -2.144506920509561, 153.52209517099993, 328.6210123242849
191, -2.1445069205095595, -2.1445069205095595, 171.04910015444239, 303.5563888109824
192, -2.144506920509558, -2.1445069205095595, 168.75533827720966, 310.72743326635964
193, -2.1445069205095573, -2.1445069205095573, 166.90496572526297, 318.3418670470228
194, -2.144506920509561, -2.144506920509558, 152.8570111830711, 327.9559283363558
195, -2.144506920509559, -2.1445069205095595, 159.21809223867993, 315.3873967267447
196, -2.1445069205095595, -2.144506920509558, 165.87330766285154, 307.8454026520013
197, -2.144506920509559, -2.1445069205095564, 163.13615646033293, 314.57305778209263
198, -2.1445069205095577, -2.144506920509557, 170.15794595898717, 316.862444114442
199, -2.1445069205095604, -2.144506920509558, 182.43234320003566, 305.47482552396554
200, -2.144506920509559, -2.1445069205095586, 172.4560833811032, 295.4985657050333
201, -2.1445069205095613, -2.1445069205095586, 178.22014460981976, 301.26262693374963
202, -2.144506920509559, -2.1445069205095564, 167.1310359327893, 304.370727755634
203, -2.1445069205095595, -2.1445069205095573, 146.1293560529796, 330.69307953887443
204, -2.14450692050956, -2.1445069205095595, 162.32181751568103, 318.491122003746
205, -2.14450692050956, -2.1445069205095573, 157.73866930609924, 318.640376960469
206, -2.144506920509559, -2.144506920509558, 155.96073646007218, 331.05965361335694
207, -2.1445069205095577, -2.1445069205095595, 171.6373688915679, 313.60946388071784
208, -2.1445069205095586, -2.1445069205095586, 162.8376465468867, 323.7393542012567
209, -2.1445069205095595, -2.144506920509558, 145.68596672769374, 330.2496902135886
210, -2.1445069205095577, -2.1445069205095604, 182.50478290595535, 310.27966839619035
211, -2.1445069205095586, -2.144506920509559, 181.10217522417796, 304.14465754810783
212, -2.1445069205095577, -2.14450692050956, 185.61725927272335, 284.9977257651284
213, -2.144506920509559, -2.1445069205095573, 159.88317622660867, 316.0524807146735
214, -2.144506920509561, -2.144506920509558, 163.50710607969913, 310.2116042351539
215, -2.14450692050956, -2.1445069205095573, 156.99677006736707, 327.3632840543468
216, -2.14450692050956, -2.1445069205095595, 179.69519199751701, 312.202480654057
217, -2.144506920509558, -2.144506920509557, 168.5336436145667, 310.50573860371657
218, -2.14450692050956, -2.144506920509558, 148.27386297348923, 328.10518329307894
219, -2.144506920509559, -2.1445069205095586, 190.19603193742182, 299.0413047624369
220, -2.144506920509558, -2.1445069205095604, 152.04267223841907, 331.87399255800904
221, -2.1445069205095604, -2.144506920509557, 192.41297856385128, 301.2582513888662
222, -2.1445069205095577, -2.1445069205095617, 185.0202394458309, 303.330318603456
223, -2.1445069205095586, -2.14450692050956, 163.20859616625285, 319.3779006543178
224, -2.1445069205095595, -2.144506920509561, 173.12116736903212, 296.163649692962
225, -2.144506920509558, -2.14450692050956, 187.31837686794708, 281.96644019404704
226, -2.1445069205095577, -2.144506920509558, 175.555433113221, 312.7951249360659
227, -2.14450692050956, -2.1445069205095595, 184.2870912968658, 283.6675577892707
228, -2.1445069205095595, -2.1445069205095613, 184.35953100278567, 288.4724006614956
229, -2.1445069205095604, -2.1445069205095604, 170.8274054917995, 303.3346941483394
230, -2.144506920509559, -2.1445069205095595, 159.21809223867993, 315.3873967267447
231, -2.144506920509558, -2.1445069205095595, 185.39556461008036, 284.77603110248543
232, -2.1445069205095595, -2.1445069205095564, 188.2051555185189, 282.8532188446186
233, -2.144506920509561, -2.144506920509558, 163.50710607969913, 310.2116042351539
234, -2.144506920509558, -2.1445069205095577, 149.30989658078403, 324.4088137340689
235, -2.1445069205095604, -2.144506920509557, 186.7257325859381, 286.1061990783428
236, -2.1445069205095564, -2.144506920509558, 167.34835505054875, 318.78525637230854
237, -2.14450692050956, -2.1445069205095613, 151.37758825049042, 331.2089085700804
238, -2.1445069205095604, -2.1445069205095573, 179.9212622050435, 298.2313413626682
239, -2.144506920509557, -2.144506920509559, 187.38644102898343, 300.96411702030343
240, -2.1445069205095604, -2.144506920509559, 152.56287681450826, 322.9293908014881
241, -2.144506920509558, -2.14450692050956, 159.06883728195672, 319.97054493632675
242, -2.14450692050956, -2.1445069205095564, 152.70775622634804, 332.5390765459377
243, -2.1445069205095586, -2.1445069205095586, 162.8376465468867, 323.7393542012567
244, -2.144506920509559, -2.144506920509558, 197.29463668687927, 291.94270001297923
245, -2.1445069205095564, -2.1445069205095586, 193.44901217114605, 297.5618818298561
246, -2.144506920509558, -2.144506920509559, 178.14332935901643, 310.65061801555635
247, -2.1445069205095577, -2.144506920509559, 149.60403094934685, 329.43535126893664
248, -2.1445069205095577, -2.144506920509559, 187.82983035426935, 301.4075063455893
249, -2.1445069205095577, -2.144506920509559, 184.7304806221516, 284.11094711455655
250, -2.1445069205095604, -2.144506920509559, 177.2565507084447, 309.7638393649846
251, -2.1445069205095586, -2.144506920509556, 187.7617661932329, 282.4098295193326
252, -2.14450692050956, -2.144506920509559, 178.51427897838252, 306.28916446861746
253, -2.144506920509558, -2.1445069205095595, 158.25449833730485, 323.88860915797994
254, -2.1445069205095577, -2.144506920509557, 150.19667523135573, 325.2955923846405
255, -2.1445069205095573, -2.14450692050956, 172.30245287949674, 314.2745478686467
256, -2.1445069205095577, -2.1445069205095595, 170.97228490363912, 312.94437989278896
257, -2.144506920509558, -2.1445069205095573, 190.8611159253506, 299.7063887503656
258, -2.144506920509561, -2.144506920509559, 177.4782453710877, 309.9855340276276
259, -2.144506920509558, -2.1445069205095577, 174.66865446264924, 311.9083462854941
260, -2.144506920509556, -2.144506920509562, 166.76008631342316, 308.7321813025732
261, -2.144506920509559, -2.144506920509558, 181.6180042553836, 309.3928897456185
262, -2.144506920509558, -2.144506920509559, 171.86343909909434, 299.6383245893292
263, -2.1445069205095577, -2.144506920509559, 187.82983035426935, 301.4075063455893
264, -2.1445069205095577, -2.1445069205095595, 166.38913669405707, 313.09363484951217
265, -2.1445069205095604, -2.144506920509559, 184.13783634014277, 288.25070599885254
266, -2.1445069205095573, -2.144506920509559, 179.84444695424008, 307.61933244447505
267, -2.144506920509558, -2.1445069205095604, 152.04267223841907, 331.87399255800904
268, -2.1445069205095586, -2.144506920509561, 159.36297165051954, 324.9970824711946
269, -2.144506920509559, -2.144506920509559, 187.16474636634058, 300.74242235766064
270, -2.144506920509558, -2.1445069205095586, 169.34798255921874, 306.5876743820636
271, -2.144506920509557, -2.1445069205095595, 168.017814583361, 305.25750640620583
272, -2.144506920509558, -2.14450692050956, 147.0161347035514, 331.57985818944627
273, -2.1445069205095595, -2.144506920509558, 172.52852308702316, 300.30340857725804
274, -2.144506920509557, -2.144506920509559, 182.21502408227596, 291.06029690729105
275, -2.1445069205095577, -2.14450692050956, 181.25143018090094, 299.561509338526
276, -2.144506920509559, -2.1445069205095604, 154.3364341156518, 324.70294810263175
277, -2.144506920509559, -2.1445069205095586, 167.72368021479824, 300.2309688713381
278, -2.1445069205095586, -2.1445069205095604, 156.10999141679537, 326.4765054037753
279, -2.144506920509558, -2.1445069205095577, 155.07395780950034, 330.1728749627853
280, -2.144506920509561, -2.144506920509558, 197.0729420242364, 291.7210053503363
281, -2.144506920509559, -2.14450692050956, 147.68121869148018, 332.24494217737515
282, -2.1445069205095595, -2.144506920509559, 180.95292026745489, 308.7278057576898
283, -2.144506920509559, -2.144506920509559, 192.78392818321737, 296.8967978419273
284, -2.1445069205095577, -2.1445069205095573, 160.47144496373423, 326.105555784409
285, -2.14450692050956, -2.144506920509559, 172.6777780437463, 295.72026036767613
286, -2.1445069205095586, -2.144506920509559, 196.4802977422275, 295.8607642346323
287, -2.1445069205095573, -2.144506920509559, 179.84444695424008, 307.61933244447505
288, -2.1445069205095595, -2.1445069205095577, 155.15077306030378, 320.7848838809785
289, -2.1445069205095577, -2.1445069205095586, 185.68532343375975, 303.99540259138473
290, -2.1445069205095586, -2.1445069205095595, 185.31437381439375, 308.35685613832374
291, -2.1445069205095604, -2.1445069205095573, 196.92368706751338, 296.3041535599181
292, -2.14450692050956, -2.144506920509561, 148.49555763613213, 328.32687795572207
293, -2.144506920509561, -2.144506920509557, 182.58597370164222, 286.6988433603521
294, -2.144506920509559, -2.1445069205095577, 176.22051710114982, 313.4602089239947
295, -2.1445069205095617, -2.1445069205095573, 153.30040050835703, 328.3993176616417
296, -2.1445069205095577, -2.144506920509559, 184.7304806221516, 284.11094711455655
297, -2.144506920509559, -2.144506920509559, 186.79379674697444, 305.1038759045994
298, -2.14450692050956, -2.144506920509557, 172.67340249886283, 309.9130943217076
299, -2.1445069205095595, -2.14450692050956, 167.27591534462903, 313.98041350008396
300, -2.144506920509559, -2.1445069205095586, 167.72368021479824, 300.2309688713381
301, -2.144506920509558, -2.1445069205095586, 169.27554285329884, 301.78283150983873
302, -2.1445069205095595, -2.144506920509559, 166.01818707469118, 317.45508839645123
303, -2.144506920509558, -2.144506920509559, 154.1147394530088, 324.4812534399888
304, -2.144506920509557, -2.144506920509558, 151.5268432072133, 326.6257603604983
305, -2.1445069205095573, -2.144506920509558, 173.34286203167497, 296.38534435560496
306, -2.14450692050956, -2.1445069205095604, 156.03755171087548, 321.6716625315503
307, -2.1445069205095595, -2.144506920509558, 166.09500232549448, 308.06709731464434
308, -2.144506920509559, -2.144506920509561, 163.80124044826178, 315.23814177002174
309, -2.1445069205095577, -2.1445069205095595, 176.51902701459593, 304.29391250483104
310, -2.144506920509559, -2.144506920509557, 170.31157646059373, 298.08646195082855
311, -2.144506920509559, -2.1445069205095577, 153.67135012772297, 324.0378641147028
312, -2.1445069205095573, -2.144506920509558, 173.34286203167497, 296.38534435560496
313, -2.1445069205095586, -2.1445069205095613, 156.4809410361613, 322.1150518568364
314, -2.144506920509559, -2.1445069205095564, 185.09267915175087, 308.1351614756805
315, -2.1445069205095577, -2.1445069205095586, 155.00151810358057, 325.3680320905605
316, -2.144506920509558, -2.1445069205095577, 167.49761000727193, 314.2021081627268
317, -2.1445069205095586, -2.144506920509559, 175.77712777586396, 313.01681959870893
318, -2.144506920509559, -2.1445069205095573, 151.0834538819275, 326.1823710352123
319, -2.1445069205095573, -2.14450692050956, 168.16706954008407, 300.6743581966242
320, -2.1445069205095595, -2.144506920509558, 179.4734973348741, 311.980785991414
321, -2.1445069205095595, -2.14450692050956, 184.1334607952593, 302.4435399528842
322, -2.1445069205095573, -2.14450692050956, 168.16706954008407, 300.6743581966242
323, -2.144506920509559, -2.1445069205095626, 186.94742724858105, 286.3278937409861
324, -2.1445069205095573, -2.1445069205095573, 182.94817223124124, 310.72305772147615
325, -2.1445069205095577, -2.1445069205095595, 166.38913669405707, 313.09363484951217
326, -2.144506920509558, -2.1445069205095586, 166.46595194486045, 303.70564376770534
327, -2.1445069205095564, -2.144506920509558, 167.34835505054875, 318.78525637230854
328, -2.1445069205095586, -2.144506920509561, 181.39630959274064, 309.17119508297566
329, -2.14450692050956, -2.1445069205095586, 163.35785112297594, 314.79475244473576
330, -2.1445069205095595, -2.1445069205095564, 192.56223352057438, 296.6751031792841
331, -2.144506920509559, -2.14450692050956, 188.0515250169123, 301.62920100823226
332, -2.144506920509558, -2.14450692050956, 186.2823432606522, 285.66280975305733
333, -2.1445069205095586, -2.144506920509559, 176.96679188476529, 290.5444678760852
334, -2.1445069205095595, -2.1445069205095586, 186.43159821737532, 281.07966154347525
335, -2.144506920509561, -2.144506920509558, 198.62480466273715, 293.27286798883694
336, -2.144506920509559, -2.144506920509559, 171.7141841423712, 304.22147279891124
337, -2.144506920509559, -2.144506920509559, 180.28783627952598, 308.0627217697609
338, -2.1445069205095595, -2.1445069205095586, 169.71455663370133, 316.4190547891563
339, -2.144506920509559, -2.144506920509559, 180.28783627952598, 308.0627217697609
340, -2.144506920509558, -2.1445069205095604, 177.10729575172158, 314.3469875745665
341, -2.144506920509557, -2.1445069205095586, 182.58159815675856, 300.8916773143835
342, -2.1445069205095595, -2.1445069205095604, 175.8539430266672, 303.6288285169022
343, -2.1445069205095604, -2.144506920509558, 167.64686496399509, 309.6189599531449
344, -2.144506920509561, -2.144506920509561, 153.52209517099993, 328.6210123242849
345, -2.14450692050956, -2.1445069205095577, 170.53327112323663, 298.3081566134714
346, -2.144506920509559, -2.144506920509559, 181.6948195061869, 300.00489866381184
347, -2.1445069205095564, -2.144506920509559, 186.5040379232951, 285.8845044157
348, -2.1445069205095586, -2.144506920509559, 155.2956524721434, 330.3945696254283
349, -2.1445069205095586, -2.1445069205095577, 194.11409615907493, 298.2269658177848
350, -2.1445069205095577, -2.144506920509558, 179.55031258567735, 302.5927949096071
351, -2.144506920509557, -2.14450692050956, 189.30925328685004, 298.15452611186515
352, -2.1445069205095595, -2.144506920509558, 180.58197064808883, 313.08925930462874
353, -2.1445069205095595, -2.1445069205095613, 184.35953100278567, 288.4724006614956
354, -2.144506920509558, -2.144506920509559, 171.86343909909434, 299.6383245893292
355, -2.1445069205095595, -2.1445069205095577, 160.76995487718045, 316.9392593652453
356, -2.144506920509558, -2.144506920509558, 159.29053194459973, 320.1922395989696
357, -2.1445069205095595, -2.1445069205095604, 177.85357053533713, 291.4312465266571
358, -2.144506920509558, -2.1445069205095577, 155.07395780950034, 330.1728749627853
